,date,AOD
12703,2015-07-15,
12704,2015-07-16,
12705,2015-07-16,0.298
12706,2015-07-16,
12707,2015-07-16,
12708,2015-07-16,
12709,2015-07-17,
12710,2015-07-17,
12711,2015-07-17,
12712,2015-07-17,0.222
12713,2015-07-17,
12714,2015-07-17,
12715,2015-07-17,
12716,2015-07-18,
12717,2015-07-18,
12718,2015-07-18,
12719,2015-07-18,
12720,2015-07-18,
12721,2015-07-18,
12722,2015-07-19,
12723,2015-07-19,
12724,2015-07-19,
12725,2015-07-19,0.40850000000000003
12726,2015-07-19,
12727,2015-07-19,
12728,2015-07-19,
12729,2015-07-20,
12730,2015-07-20,
12731,2015-07-20,
12732,2015-07-20,0.14269230769230767
12733,2015-07-20,
12734,2015-07-21,
12735,2015-07-21,
12736,2015-07-21,
12737,2015-07-21,0.21988235294117647
12738,2015-07-21,
12739,2015-07-21,
12740,2015-07-21,
12741,2015-07-22,
12742,2015-07-22,
12743,2015-07-22,
12744,2015-07-22,0.27234375
12745,2015-07-22,
12746,2015-07-22,
12747,2015-07-23,
12748,2015-07-23,
12749,2015-07-23,0.20585714285714288
12750,2015-07-23,
12751,2015-07-23,
12752,2015-07-24,
12753,2015-07-24,
12754,2015-07-24,0.12053252032520326
12755,2015-07-24,
12756,2015-07-24,
12757,2015-07-25,
12758,2015-07-25,
12759,2015-07-25,
12760,2015-07-25,
12761,2015-07-25,
12762,2015-07-25,
12763,2015-07-26,
12764,2015-07-26,
12765,2015-07-26,
12766,2015-07-26,
12767,2015-07-26,0.24594214876033058
12768,2015-07-26,
12769,2015-07-26,
12770,2015-07-26,
12771,2015-07-27,
12772,2015-07-27,
12773,2015-07-27,
12774,2015-07-27,
12775,2015-07-27,
12776,2015-07-28,
12777,2015-07-28,
12778,2015-07-28,0.1726046511627907
12779,2015-07-28,
12780,2015-07-28,
12781,2015-07-28,
12782,2015-07-28,
12783,2015-07-29,
12784,2015-07-29,
12785,2015-07-29,
12786,2015-07-29,0.06305263157894737
12787,2015-07-29,
12788,2015-07-30,
12789,2015-07-30,
12790,2015-07-30,
12791,2015-07-30,0.17114173228346458
12792,2015-07-30,
12793,2015-07-30,
12794,2015-07-30,
12795,2015-07-31,
12796,2015-07-31,
12797,2015-07-31,0.15424489795918367
12798,2015-07-31,
12799,2015-08-01,
12800,2015-08-01,0.1489189189189189
12801,2015-08-01,
12802,2015-08-01,
12803,2015-08-01,
12804,2015-08-01,
12805,2015-08-02,
12806,2015-07-12,
12807,2015-07-14,0.17368041237113402
12808,2015-07-16,
12809,2015-07-18,
12810,2015-07-20,
12811,2015-07-21,
12812,2015-07-23,
12813,2015-07-25,
12814,2015-07-27,
12815,2015-07-29,
12816,2015-08-02,
12817,2015-08-02,0.19918796992481203
12818,2015-08-02,
12819,2015-08-02,
12820,2015-08-02,
12821,2015-08-03,
12822,2015-08-03,
12823,2015-08-03,
12824,2015-08-03,
12825,2015-08-03,
12826,2015-08-03,
12827,2015-08-04,
12828,2015-08-04,
12829,2015-08-04,
12830,2015-08-04,0.1728176100628931
12831,2015-08-04,
12832,2015-08-04,
12833,2015-08-04,
12834,2015-08-05,
12835,2015-08-05,
12836,2015-08-05,
12837,2015-08-05,
12838,2015-08-05,
12839,2015-08-06,
12840,2015-08-06,
12841,2015-08-06,
12842,2015-08-06,0.16485925925925926
12843,2015-08-06,
12844,2015-08-06,
12845,2015-08-06,
12846,2015-08-06,
12847,2015-08-07,
12848,2015-08-07,
12849,2015-08-07,0.05156043956043956
12850,2015-08-07,
12851,2015-08-07,
12852,2015-08-08,
12853,2015-08-08,
12854,2015-08-08,0.15031623931623933
12855,2015-08-08,
12856,2015-08-08,
12857,2015-08-08,
12858,2015-08-09,
12859,2015-08-09,
12860,2015-08-09,
12861,2015-08-09,
12862,2015-08-10,
12863,2015-08-10,
12864,2015-08-10,
12865,2015-08-10,
12866,2015-08-10,
12867,2015-08-10,
12868,2015-08-10,
12869,2015-08-11,
12870,2015-08-11,
12871,2015-08-11,
12872,2015-08-11,0.1659639889196676
12873,2015-08-11,
12874,2015-08-11,
12875,2015-08-11,
12876,2015-08-12,
12877,2015-08-12,
12878,2015-08-12,
12879,2015-08-12,
12880,2015-08-12,
12881,2015-08-12,
12882,2015-08-13,
12883,2015-08-13,0.41093846153846153
12884,2015-08-13,
12885,2015-08-13,
12886,2015-08-13,
12887,2015-08-13,
12888,2015-08-14,
12889,2015-08-14,
12890,2015-08-14,
12891,2015-08-14,
12892,2015-08-14,0.19371428571428573
12893,2015-08-15,
12894,2015-08-15,
12895,2015-08-15,
12896,2015-08-15,0.2831901408450704
12897,2015-08-15,
12898,2015-08-15,
12899,2015-08-15,
12900,2015-08-16,
12901,2015-08-16,
12902,2015-08-16,
12903,2015-08-16,0.3516860986547085
12904,2015-08-17,
12905,2015-08-17,0.39846666666666664
12906,2015-08-17,
12907,2015-08-17,
12908,2015-08-17,
12909,2015-08-17,
12910,2015-08-18,
12911,2015-08-18,
12912,2015-08-18,
12913,2015-08-18,
12914,2015-08-18,0.7065
12915,2015-08-18,
12916,2015-08-18,
12917,2015-08-19,
12918,2015-08-19,
12919,2015-08-19,
12920,2015-08-19,
12921,2015-08-19,
12922,2015-08-19,
12923,2015-08-19,
12924,2015-08-20,
12925,2015-08-20,
12926,2015-08-20,0.5137261538461538
12927,2015-08-20,
12928,2015-08-20,
12929,2015-08-20,
12930,2015-08-21,
12931,2015-08-21,
12932,2015-08-21,
12933,2015-08-21,
12934,2015-08-21,
12935,2015-08-22,
12936,2015-08-22,
12937,2015-08-02,
12938,2015-08-03,
12939,2015-08-05,0.21357142857142858
12940,2015-08-07,
12941,2015-08-09,0.1818159509202454
12942,2015-08-11,
12943,2015-08-13,
12944,2015-08-14,
12945,2015-08-16,
12946,2015-08-18,
12947,2015-08-22,0.24596682464454978
12948,2015-08-22,
12949,2015-08-22,
12950,2015-08-22,
12951,2015-08-22,
12952,2015-08-23,
12953,2015-08-23,
12954,2015-08-23,
12955,2015-08-23,0.1241813186813187
12956,2015-08-23,
12957,2015-08-23,
12958,2015-08-24,
12959,2015-08-24,0.40481395348837207
12960,2015-08-24,
12961,2015-08-24,
12962,2015-08-24,
12963,2015-08-25,
12964,2015-08-25,
12965,2015-08-25,
12966,2015-08-25,0.5869209039548022
12967,2015-08-25,
12968,2015-08-25,
12969,2015-08-26,
12970,2015-08-26,
12971,2015-08-26,
12972,2015-08-26,
12973,2015-08-26,
12974,2015-08-26,
12975,2015-08-27,
12976,2015-08-27,
12977,2015-08-27,
12978,2015-08-27,
12979,2015-08-27,0.49175
12980,2015-08-27,
12981,2015-08-27,
12982,2015-08-28,
12983,2015-08-28,
12984,2015-08-28,
12985,2015-08-28,
12986,2015-08-28,
12987,2015-08-29,
12988,2015-08-29,
12989,2015-08-29,
12990,2015-08-29,
12991,2015-08-29,
12992,2015-08-29,
12993,2015-08-30,
12994,2015-08-30,
12995,2015-08-30,
12996,2015-08-30,
12997,2015-08-30,0.3003
12998,2015-08-30,
12999,2015-08-31,
13000,2015-08-31,
13001,2015-08-31,
13002,2015-08-31,
13003,2015-08-31,
13004,2015-08-31,
13005,2015-09-01,
13006,2015-09-01,
13007,2015-09-01,
13008,2015-09-01,0.1834550898203593
13009,2015-09-01,
13010,2015-09-01,
13011,2015-09-02,
13012,2015-09-02,0.36204705882352944
13013,2015-09-02,
13014,2015-09-03,
13015,2015-09-03,
13016,2015-09-03,
13017,2015-09-03,0.4729367088607595
13018,2015-09-03,
13019,2015-09-03,
13020,2015-09-03,
13021,2015-09-04,
13022,2015-09-04,
13023,2015-09-04,
13024,2015-09-04,
13025,2015-09-04,
13026,2015-09-05,
13027,2015-09-05,
13028,2015-09-05,
13029,2015-09-05,0.23602912621359223
13030,2015-09-05,
13031,2015-09-05,
13032,2015-09-05,
13033,2015-09-06,
13034,2015-09-06,
13035,2015-09-06,
13036,2015-09-06,
13037,2015-09-07,
13038,2015-09-07,
13039,2015-09-07,
13040,2015-09-07,0.2360467289719626
13041,2015-09-07,
13042,2015-09-07,
13043,2015-09-07,
13044,2015-09-07,
13045,2015-09-08,
13046,2015-09-08,
13047,2015-09-08,
13048,2015-09-08,
13049,2015-09-09,
13050,2015-09-09,
13051,2015-09-09,0.10698165137614679
13052,2015-09-09,
13053,2015-09-09,
13054,2015-09-09,
13055,2015-09-10,
13056,2015-09-10,
13057,2015-09-10,
13058,2015-09-10,
13059,2015-09-10,
13060,2015-09-11,
13061,2015-09-11,
13062,2015-09-11,
13063,2015-09-11,
13064,2015-09-11,
13065,2015-09-11,
13066,2015-09-11,
13067,2015-09-12,
13068,2015-09-12,
13069,2015-08-22,
13070,2015-08-24,
13071,2015-08-26,
13072,2015-08-27,
13073,2015-08-29,
13074,2015-08-31,0.316
13075,2015-09-03,
13076,2015-09-04,
13077,2015-09-06,0.2888888888888889
13078,2015-09-08,
13079,2015-09-12,0.43372292993630573
13080,2015-09-12,
13081,2015-09-12,
13082,2015-09-12,
13083,2015-09-12,
13084,2015-09-13,
13085,2015-09-13,
13086,2015-09-13,
13087,2015-09-13,
13088,2015-09-13,
13089,2015-09-14,
13090,2015-09-14,
13091,2015-09-14,
13092,2015-09-14,
13093,2015-09-14,
13094,2015-09-14,
13095,2015-09-14,
13096,2015-09-15,
13097,2015-09-15,
13098,2015-09-15,
13099,2015-09-15,
13100,2015-09-15,0.5496000000000001
13101,2015-09-16,
13102,2015-09-16,
13103,2015-09-16,
13104,2015-09-16,0.42723076923076925
13105,2015-09-16,
13106,2015-09-16,
13107,2015-09-16,
13108,2015-09-17,
13109,2015-09-17,
13110,2015-09-17,
13111,2015-09-17,
13112,2015-09-18,
13113,2015-09-18,0.45467605633802816
13114,2015-09-18,
13115,2015-09-18,
13116,2015-09-18,
13117,2015-09-18,
13118,2015-09-19,
13119,2015-09-19,
13120,2015-09-19,
13121,2015-09-19,
13122,2015-09-19,0.42099117647058826
13123,2015-09-19,
13124,2015-09-20,
13125,2015-09-20,
13126,2015-09-20,
13127,2015-09-20,
13128,2015-09-20,
13129,2015-09-20,
13130,2015-09-21,
13131,2015-09-21,
13132,2015-09-21,0.13936677115987461
13133,2015-09-21,
13134,2015-09-21,
13135,2015-09-21,
13136,2015-09-22,
13137,2015-09-22,
13138,2015-09-22,
13139,2015-09-22,0.1350909090909091
13140,2015-09-22,
13141,2015-09-23,
13142,2015-09-23,
13143,2015-09-23,
13144,2015-09-23,0.2672063492063492
13145,2015-09-23,
13146,2015-09-23,
13147,2015-09-23,
13148,2015-09-24,
13149,2015-09-24,
13150,2015-09-24,
13151,2015-09-24,0.2843333333333333
13152,2015-09-24,
13153,2015-09-25,
13154,2015-09-25,
13155,2015-09-25,0.362
13156,2015-09-25,
13157,2015-09-25,
13158,2015-09-25,
13159,2015-09-26,
13160,2015-09-26,
13161,2015-09-26,
13162,2015-09-26,0.5923333333333334
13163,2015-09-26,
13164,2015-09-26,
13165,2015-09-27,
13166,2015-09-27,
13167,2015-09-27,
13168,2015-09-27,
13169,2015-09-27,
13170,2015-09-27,
13171,2015-09-28,
13172,2015-09-28,
13173,2015-09-28,
13174,2015-09-28,0.4628253968253968
13175,2015-09-28,
13176,2015-09-28,
13177,2015-09-28,
13178,2015-09-29,
13179,2015-09-29,
13180,2015-09-29,0.4435
13181,2015-09-29,
13182,2015-09-30,
13183,2015-09-30,
13184,2015-09-30,
13185,2015-09-30,0.5406319444444445
13186,2015-09-30,
13187,2015-09-30,
13188,2015-09-30,
13189,2015-09-30,
13190,2015-10-01,
13191,2015-10-01,
13192,2015-10-02,
13193,2015-10-02,
13194,2015-10-02,0.5881764705882353
13195,2015-10-02,
13196,2015-10-02,
13197,2015-10-02,
13198,2015-10-03,
13199,2015-10-03,
13200,2015-10-03,
13201,2015-09-12,
13202,2015-09-14,
13203,2015-09-15,
13204,2015-09-17,
13205,2015-09-19,
13206,2015-09-21,
13207,2015-09-23,
13208,2015-09-25,
13209,2015-09-27,
13210,2015-09-29,
13211,2015-10-03,
13212,2015-10-04,
13213,2015-10-04,
13214,2015-10-04,0.26041250000000005
13215,2015-10-04,
13216,2015-10-04,
13217,2015-10-04,
13218,2015-10-04,
13219,2015-10-05,
13220,2015-10-05,
13221,2015-10-05,
13222,2015-10-05,0.8119646464646464
13223,2015-10-05,
13224,2015-10-05,
13225,2015-10-06,
13226,2015-10-06,
13227,2015-10-06,
13228,2015-10-06,
13229,2015-10-06,
13230,2015-10-06,
13231,2015-10-07,
13232,2015-10-07,
13233,2015-10-07,
13234,2015-10-07,
13235,2015-10-07,
13236,2015-10-07,
13237,2015-10-08,
13238,2015-10-08,
13239,2015-10-08,
13240,2015-10-08,0.487
13241,2015-10-08,
13242,2015-10-09,
13243,2015-10-09,
13244,2015-10-09,0.5629574468085107
13245,2015-10-09,
13246,2015-10-09,
13247,2015-10-09,
13248,2015-10-09,
13249,2015-10-10,
13250,2015-10-10,
13251,2015-10-10,
13252,2015-10-10,
13253,2015-10-10,
13254,2015-10-11,
13255,2015-10-11,
13256,2015-10-11,
13257,2015-10-11,
13258,2015-10-11,
13259,2015-10-11,
13260,2015-10-12,
13261,2015-10-12,
13262,2015-10-12,
13263,2015-10-12,0.7465454545454545
13264,2015-10-12,
13265,2015-10-12,
13266,2015-10-13,
13267,2015-10-13,
13268,2015-10-13,
13269,2015-10-13,
13270,2015-10-13,
13271,2015-10-13,
13272,2015-10-14,
13273,2015-10-14,
13274,2015-10-14,
13275,2015-10-14,
13276,2015-10-14,
13277,2015-10-14,
13278,2015-10-15,
13279,2015-10-15,
13280,2015-10-15,
13281,2015-10-15,
13282,2015-10-15,
13283,2015-10-16,
13284,2015-10-16,
13285,2015-10-16,
13286,2015-10-16,0.7114672131147541
13287,2015-10-16,
13288,2015-10-16,
13289,2015-10-16,
13290,2015-10-17,
13291,2015-10-17,
13292,2015-10-17,
13293,2015-10-17,
13294,2015-10-17,0.606
13295,2015-10-17,
13296,2015-10-18,
13297,2015-10-18,
13298,2015-10-18,
13299,2015-10-18,0.8325217391304348
13300,2015-10-18,
13301,2015-10-18,
13302,2015-10-19,
13303,2015-10-19,
13304,2015-10-19,1.1854571428571428
13305,2015-10-19,
13306,2015-10-19,
13307,2015-10-20,
13308,2015-10-20,
13309,2015-10-20,
13310,2015-10-20,
13311,2015-10-20,
13312,2015-10-20,
13313,2015-10-21,
13314,2015-10-21,
13315,2015-10-21,
13316,2015-10-21,
13317,2015-10-21,0.987
13318,2015-10-21,
13319,2015-10-21,
13320,2015-10-22,
13321,2015-10-22,
13322,2015-10-22,
13323,2015-10-22,
13324,2015-10-22,
13325,2015-10-23,
13326,2015-10-23,
13327,2015-10-23,0.8555055555555556
13328,2015-10-23,
13329,2015-10-23,
13330,2015-10-23,
13331,2015-10-23,
13332,2015-10-24,
13333,2015-10-03,
13334,2015-10-05,
13335,2015-10-07,
13336,2015-10-09,
13337,2015-10-11,
13338,2015-10-13,
13339,2015-10-14,
13340,2015-10-16,
13341,2015-10-18,
13342,2015-10-20,
13343,2015-03-08,
13344,2015-03-29,
13345,2015-04-19,
13346,2015-05-10,
13347,2015-05-31,
13348,2015-06-20,
13349,2015-07-10,
13350,2015-07-31,
13351,2015-08-20,
13352,2015-09-10,0.11609122807017544
13353,2015-10-24,
13354,2015-10-24,
13355,2015-10-24,
13356,2015-10-25,
13357,2015-10-25,
13358,2015-10-25,
13359,2015-10-25,
13360,2015-10-25,
13361,2015-10-25,
13362,2015-10-25,
13363,2015-10-25,
13364,2015-10-26,
13365,2015-10-26,
13366,2015-10-26,0.721
13367,2015-10-26,
13368,2015-10-27,
13369,2015-10-27,
13370,2015-10-27,0.9212222222222222
13371,2015-10-27,
13372,2015-10-27,
13373,2015-10-27,
13374,2015-10-28,
13375,2015-10-29,
13376,2015-10-29,
13377,2015-10-29,
13378,2015-10-29,
13379,2015-10-29,
13380,2015-10-29,
13381,2015-10-29,
13382,2015-10-30,
13383,2015-10-30,
13384,2015-10-30,
13385,2015-10-30,0.4436936936936937
13386,2015-10-30,
13387,2015-10-30,
13388,2015-10-30,
13389,2015-10-31,
13390,2015-10-31,
13391,2015-10-31,
13392,2015-10-31,0.8056666666666666
13393,2015-10-31,
13394,2015-11-01,
13395,2015-11-01,
13396,2015-11-01,
13397,2015-11-01,
13398,2015-11-01,
13399,2015-11-01,
13400,2015-11-01,
13401,2015-11-02,
13402,2015-11-02,
13403,2015-11-02,
13404,2015-11-02,
13405,2015-11-02,
13406,2015-11-02,
13407,2015-11-03,
13408,2015-11-03,
13409,2015-11-03,
13410,2015-11-03,
13411,2015-11-03,
13412,2015-11-03,
13413,2015-11-04,
13414,2015-11-04,
13415,2015-11-04,
13416,2015-11-04,
13417,2015-11-04,
13418,2015-11-05,
13419,2015-11-05,
13420,2015-11-05,
13421,2015-11-05,
13422,2015-11-05,
13423,2015-11-06,
13424,2015-11-06,
13425,2015-11-06,
13426,2015-11-06,
13427,2015-11-06,
13428,2015-11-06,
13429,2015-11-06,
13430,2015-11-07,
13431,2015-11-07,
13432,2015-11-07,
13433,2015-11-07,
13434,2015-11-07,
13435,2015-11-08,
13436,2015-11-08,
13437,2015-11-08,
13438,2015-11-08,0.4938211382113821
13439,2015-11-08,
13440,2015-11-08,
13441,2015-11-08,
13442,2015-11-09,
13443,2015-11-09,
13444,2015-11-09,
13445,2015-11-09,
13446,2015-11-09,
13447,2015-11-10,
13448,2015-11-10,
13449,2015-11-10,
13450,2015-11-10,0.768
13451,2015-11-10,
13452,2015-11-10,
13453,2015-11-10,
13454,2015-11-11,
13455,2015-11-11,
13456,2015-11-11,
13457,2015-11-11,
13458,2015-11-11,
13459,2015-11-12,
13460,2015-11-12,
13461,2015-11-12,0.653
13462,2015-11-12,
13463,2015-11-12,
13464,2015-11-13,
13465,2015-11-13,
13466,2015-11-13,
13467,2015-11-13,0.7345714285714285
13468,2015-11-13,
13469,2015-11-13,
13470,2015-11-14,
13471,2015-11-14,
13472,2015-11-14,
13473,2015-11-14,
13474,2015-11-14,
13475,2015-10-24,
13476,2015-10-26,
13477,2015-10-28,
13478,2015-10-30,
13479,2015-11-01,0.923
13480,2015-11-03,
13481,2015-11-05,
13482,2015-11-07,
13483,2015-11-08,
13484,2015-11-10,
13485,2015-11-14,
13486,2015-11-15,
13487,2015-11-15,
13488,2015-11-15,
13489,2015-11-15,0.708
13490,2015-11-15,
13491,2015-11-15,
13492,2015-11-15,
13493,2015-11-15,
13494,2015-11-16,
13495,2015-11-16,
13496,2015-11-16,
13497,2015-11-16,
13498,2015-11-17,
13499,2015-11-17,
13500,2015-11-17,
13501,2015-11-17,0.3719949494949495
13502,2015-11-17,
13503,2015-11-17,
13504,2015-11-17,
13505,2015-11-17,
13506,2015-11-18,
13507,2015-11-18,
13508,2015-11-18,
13509,2015-11-18,0.47800000000000004
13510,2015-11-18,
13511,2015-11-19,
13512,2015-11-19,
13513,2015-11-19,
13514,2015-11-19,
13515,2015-11-19,
13516,2015-11-19,
13517,2015-11-19,
13518,2015-11-20,
13519,2015-11-20,0.6900000000000001
13520,2015-11-20,
13521,2015-11-20,
13522,2015-11-21,
13523,2015-11-21,1.383
13524,2015-11-21,
13525,2015-11-21,
13526,2015-11-21,
13527,2015-11-21,
13528,2015-11-22,
13529,2015-11-22,
13530,2015-11-22,
13531,2015-11-22,0.7966000000000001
13532,2015-11-22,
13533,2015-11-22,
13534,2015-11-22,
13535,2015-11-23,
13536,2015-11-23,
13537,2015-11-23,
13538,2015-11-23,
13539,2015-11-23,
13540,2015-11-23,
13541,2015-11-24,
13542,2015-11-24,
13543,2015-11-24,0.739
13544,2015-11-24,
13545,2015-11-24,
13546,2015-11-24,
13547,2015-11-24,
13548,2015-11-25,
13549,2015-11-25,
13550,2015-11-25,
13551,2015-11-25,
13552,2015-11-26,
13553,2015-11-26,
13554,2015-11-26,
13555,2015-11-26,
13556,2015-11-26,
13557,2015-11-26,
13558,2015-11-26,
13559,2015-11-26,
13560,2015-11-27,
13561,2015-11-27,
13562,2015-11-27,
13563,2015-11-27,
13564,2015-11-28,
13565,2015-11-28,
13566,2015-11-28,
13567,2015-11-28,
13568,2015-11-28,
13569,2015-11-28,
13570,2015-11-29,
13571,2015-11-29,
13572,2015-11-29,
13573,2015-11-29,1.4666631016042782
13574,2015-11-29,
13575,2015-11-30,
13576,2015-11-30,
13577,2015-11-30,
13578,2015-11-30,
13579,2015-11-30,
13580,2015-11-30,
13581,2015-11-30,
13582,2015-12-01,
13583,2015-12-01,
13584,2015-12-01,
13585,2015-12-01,
13586,2015-12-01,
13587,2015-12-01,
13588,2015-12-01,
13589,2015-12-02,
13590,2015-12-02,
13591,2015-12-02,
13592,2015-12-02,2.4257083333333336
13593,2015-12-02,
13594,2015-12-03,
13595,2015-12-03,
13596,2015-12-03,2.6726666666666667
13597,2015-12-03,
13598,2015-12-03,
13599,2015-12-03,
13600,2015-12-03,
13601,2015-12-04,
13602,2015-12-04,
13603,2015-12-04,
13604,2015-12-04,
13605,2015-12-04,
13606,2015-12-04,
13607,2015-11-14,
13608,2015-11-16,
13609,2015-11-18,
13610,2015-11-20,
13611,2015-11-22,
13612,2015-11-24,
13613,2015-11-25,
13614,2015-11-27,
13615,2015-11-29,
13616,2015-12-01,0.6323617021276595
13617,2015-12-05,
13618,2015-12-05,
13619,2015-12-05,1.361
13620,2015-12-05,
13621,2015-12-05,
13622,2015-12-05,
13623,2015-12-06,
13624,2015-12-06,
13625,2015-12-06,
13626,2015-12-06,
13627,2015-12-06,
13628,2015-12-07,
13629,2015-12-07,2.0060000000000002
13630,2015-12-07,
13631,2015-12-07,
13632,2015-12-07,
13633,2015-12-07,
13634,2015-12-08,
13635,2015-12-08,
13636,2015-12-08,
13637,2015-12-08,
13638,2015-12-08,0.6355147058823529
13639,2015-12-08,
13640,2015-12-09,
13641,2015-12-09,
13642,2015-12-09,
13643,2015-12-09,
13644,2015-12-09,
13645,2015-12-09,
13646,2015-12-10,
13647,2015-12-10,
13648,2015-12-10,2.4917608695652174
13649,2015-12-10,
13650,2015-12-10,
13651,2015-12-10,
13652,2015-12-11,
13653,2015-12-11,
13654,2015-12-11,
13655,2015-12-11,
13656,2015-12-11,
13657,2015-12-12,
13658,2015-12-12,
13659,2015-12-12,
13660,2015-12-12,
13661,2015-12-12,
13662,2015-12-12,
13663,2015-12-12,
13664,2015-12-13,
13665,2015-12-13,
13666,2015-12-13,
13667,2015-12-13,
13668,2015-12-13,
13669,2015-12-14,
13670,2015-12-14,
13671,2015-12-14,0.681625
13672,2015-12-14,
13673,2015-12-14,
13674,2015-12-14,
13675,2015-12-15,
13676,2015-12-15,
13677,2015-12-15,
13678,2015-12-15,0.7688947368421053
13679,2015-12-15,
13680,2015-12-15,
13681,2015-12-16,
13682,2015-12-16,
13683,2015-12-16,
13684,2015-12-16,
13685,2015-12-16,
13686,2015-12-16,
13687,2015-12-17,
13688,2015-12-17,
13689,2015-12-17,
13690,2015-12-17,0.5421985294117647
13691,2015-12-17,
13692,2015-12-18,
13693,2015-12-18,
13694,2015-12-18,
13695,2015-12-18,
13696,2015-12-19,
13697,2015-12-19,
13698,2015-12-19,
13699,2015-12-19,0.4032352941176471
13700,2015-12-19,
13701,2015-12-19,
13702,2015-12-19,
13703,2015-12-19,
13704,2015-12-20,
13705,2015-12-20,
13706,2015-12-20,
13707,2015-12-20,
13708,2015-12-20,
13709,2015-12-21,
13710,2015-12-21,
13711,2015-12-21,
13712,2015-12-21,
13713,2015-12-21,
13714,2015-12-21,
13715,2015-12-21,
13716,2015-12-22,
13717,2015-12-22,
13718,2015-12-22,
13719,2015-12-22,
13720,2015-12-23,
13721,2015-12-23,
13722,2015-12-23,0.4967857142857143
13723,2015-12-23,
13724,2015-12-23,
13725,2015-12-23,
13726,2015-12-23,
13727,2015-12-24,
13728,2015-12-24,
13729,2015-12-24,
13730,2015-12-24,0.5112666666666666
13731,2015-12-24,
13732,2015-12-24,
13733,2015-12-25,
13734,2015-12-25,
13735,2015-12-25,
13736,2015-12-25,
13737,2015-12-25,
13738,2015-12-25,
13739,2015-12-05,
13740,2015-12-07,
13741,2015-12-08,
13742,2015-12-10,
13743,2015-12-12,
13744,2015-12-14,
13745,2015-12-16,
13746,2015-12-18,
13747,2015-12-20,
13748,2015-12-22,
13749,2015-12-26,
13750,2015-12-26,0.5935
13751,2015-12-26,
13752,2015-12-26,
13753,2015-12-26,
13754,2015-12-26,
13755,2015-12-27,
13756,2015-12-27,
13757,2015-12-27,
13758,2015-12-27,1.7506
13759,2015-12-27,
13760,2015-12-28,
13761,2015-12-28,
13762,2015-12-28,0.8
13763,2015-12-28,
13764,2015-12-28,
13765,2015-12-28,
13766,2015-12-28,
13767,2015-12-29,
13768,2015-12-29,
13769,2015-12-29,
13770,2015-12-29,0.5162604166666667
13771,2015-12-30,
13772,2015-12-30,
13773,2015-12-30,0.301
13774,2015-12-30,
13775,2015-12-30,
13776,2015-12-30,
13777,2015-12-30,
13778,2015-12-31,
13779,2015-12-31,
13780,2015-12-31,
13781,2015-12-31,1.024
13782,2015-12-31,
13783,2016-01-01,
13784,2016-01-01,
13785,2016-01-01,
13786,2016-01-01,
13787,2016-01-01,
13788,2016-01-01,
13789,2016-01-01,
13790,2016-01-02,
13791,2016-01-02,
13792,2016-01-02,
13793,2016-01-02,
13794,2016-01-02,
13795,2016-01-02,
13796,2016-01-03,
13797,2016-01-03,
13798,2016-01-03,
13799,2016-01-03,
13800,2016-01-03,
13801,2016-01-04,
13802,2016-01-04,
13803,2016-01-04,
13804,2016-01-04,
13805,2016-01-04,
13806,2016-01-04,
13807,2016-01-04,
13808,2016-01-05,
13809,2016-01-05,
13810,2016-01-05,
13811,2016-01-05,
13812,2016-01-05,
13813,2016-01-05,
13814,2016-01-06,
13815,2016-01-06,
13816,2016-01-06,
13817,2016-01-06,
13818,2016-01-06,
13819,2016-01-06,
13820,2016-01-07,
13821,2016-01-07,
13822,2016-01-07,
13823,2016-01-07,
13824,2016-01-07,
13825,2016-01-08,
13826,2016-01-08,
13827,2016-01-08,
13828,2016-01-08,
13829,2016-01-08,
13830,2016-01-08,
13831,2016-01-09,
13832,2016-01-09,
13833,2016-01-09,
13834,2016-01-09,
13835,2016-01-09,0.28703389830508474
13836,2016-01-09,
13837,2016-01-09,
13838,2016-01-10,
13839,2016-01-10,
13840,2016-01-10,
13841,2016-01-10,
13842,2016-01-10,
13843,2016-01-11,
13844,2016-01-11,
13845,2016-01-11,0.38819677419354837
13846,2016-01-11,
13847,2016-01-11,
13848,2016-01-11,
13849,2016-01-12,
13850,2016-01-12,
13851,2016-01-12,
13852,2016-01-12,
13853,2016-01-12,
13854,2016-01-13,
13855,2016-01-13,
13856,2016-01-13,
13857,2016-01-13,0.09969318181818182
13858,2016-01-13,
13859,2016-01-13,
13860,2016-01-13,
13861,2016-01-14,
13862,2016-01-14,
13863,2016-01-14,
13864,2016-01-14,0.18666666666666665
13865,2016-01-14,
13866,2016-01-15,
13867,2016-01-15,
13868,2016-01-15,0.3136470588235294
13869,2016-01-15,
13870,2016-01-15,
13871,2015-12-26,
13872,2015-12-28,
13873,2015-12-29,
13874,2015-12-31,
13875,2016-01-02,
13876,2016-01-04,
13877,2016-01-06,
13878,2016-01-08,0.3636666666666667
13879,2016-01-10,
13880,2016-01-11,
13881,2016-01-16,
13882,2016-01-16,
13883,2016-01-16,
13884,2016-01-16,0.27038666666666666
13885,2016-01-16,
13886,2016-01-16,
13887,2016-01-17,
13888,2016-01-17,
13889,2016-01-17,
13890,2016-01-17,
13891,2016-01-17,
13892,2016-01-17,
13893,2016-01-18,
13894,2016-01-18,
13895,2016-01-18,
13896,2016-01-18,0.1362025316455696
13897,2016-01-18,
13898,2016-01-18,
13899,2016-01-18,
13900,2016-01-18,
13901,2016-01-19,
